uid,reg_date,device,gender,country,age
62697255,2017-03-18T00:00:00Z,iOS,M,BRA,31
74567012,2017-09-13T00:00:00Z,and,M,USA,19
83799077,2017-06-28T00:00:00Z,and,F,BRA,16
99649246,2017-12-07T00:00:00Z,iOS,F,USA,28
21979853,2015-08-13T00:00:00Z,and,F,DEU,19
40466323,2018-02-20T00:00:00Z,and,F,USA,24
49850942,2017-07-12T00:00:00Z,and,M,DEU,18
91313426,2017-08-25T00:00:00Z,and,M,TUR,49
20178822,2018-01-03T00:00:00Z,and,M,BRA,17
16693750,2018-03-03T00:00:00Z,iOS,F,DEU,36
50878996,2017-04-13T00:00:00Z,and,F,USA,37
82685303,2017-06-23T00:00:00Z,and,M,BRA,22
52231210,2017-12-26T00:00:00Z,and,F,USA,25
28349422,2017-12-03T00:00:00Z,iOS,M,USA,22
34577614,2018-01-28T00:00:00Z,and,F,BRA,24
12581766,2018-01-20T00:00:00Z,and,M,BRA,24
14714165,2018-01-10T00:00:00Z,and,F,USA,17
28742629,2016-12-19T00:00:00Z,and,F,BRA,21
41356530,2016-08-30T00:00:00Z,and,F,BRA,18
25881423,2016-12-10T00:00:00Z,and,M,BRA,15
31534722,2015-09-15T00:00:00Z,iOS,F,BRA,24
94916018,2016-10-04T00:00:00Z,and,M,USA,27
17103701,2018-02-18T00:00:00Z,and,F,BRA,16
76991815,2018-03-18T00:00:00Z,iOS,F,USA,21
63749636,2018-02-23T00:00:00Z,iOS,F,USA,26
42596465,2018-03-18T00:00:00Z,and,F,DEU,15
50364205,2017-11-21T00:00:00Z,and,F,USA,31
32286624,2017-07-08T00:00:00Z,iOS,M,BRA,15
55564669,2017-11-03T00:00:00Z,and,M,BRA,60
35730605,2016-07-30T00:00:00Z,iOS,M,TUR,20
58998645,2015-12-23T00:00:00Z,and,F,USA,20
21648809,2018-02-18T00:00:00Z,and,F,BRA,22
47635821,2015-09-10T00:00:00Z,iOS,M,DEU,24
44779868,2016-05-11T00:00:00Z,and,M,BRA,19
70894334,2017-07-21T00:00:00Z,and,M,BRA,16
98588061,2017-12-16T00:00:00Z,and,F,USA,17
82384009,2016-06-14T00:00:00Z,iOS,F,USA,29
70950820,2017-11-29T00:00:00Z,and,M,BRA,25
81183792,2017-12-16T00:00:00Z,iOS,F,USA,22
64091255,2017-11-19T00:00:00Z,and,F,USA,33
32414627,2017-10-10T00:00:00Z,and,M,BRA,16
40559523,2017-09-16T00:00:00Z,and,F,DEU,16
53061030,2017-12-03T00:00:00Z,and,F,TUR,15
80667535,2018-02-25T00:00:00Z,and,M,USA,20
31365066,2018-03-02T00:00:00Z,iOS,F,USA,17
88290765,2017-12-29T00:00:00Z,iOS,M,USA,28
99714071,2018-03-05T00:00:00Z,and,M,DEU,18
37586224,2017-10-13T00:00:00Z,iOS,F,USA,25
49316683,2017-11-07T00:00:00Z,and,F,USA,23
86317184,2015-11-03T00:00:00Z,iOS,F,USA,31
56956725,2017-04-13T00:00:00Z,iOS,F,USA,31
23425823,2017-12-19T00:00:00Z,and,M,USA,39
75831124,2017-08-01T00:00:00Z,and,F,BRA,17
52927373,2017-01-08T00:00:00Z,iOS,F,USA,21
11119626,2018-01-09T00:00:00Z,and,M,USA,31
60818287,2018-02-13T00:00:00Z,and,M,DEU,27
54865196,2017-05-02T00:00:00Z,and,F,DEU,15
54304154,2018-03-13T00:00:00Z,and,F,FRA,26
74860630,2017-07-27T00:00:00Z,and,F,CAN,19
58567590,2018-01-02T00:00:00Z,and,M,BRA,33
35630433,2016-08-20T00:00:00Z,iOS,M,USA,30
74043444,2017-12-08T00:00:00Z,and,M,USA,43
99875814,2018-03-08T00:00:00Z,and,F,BRA,20
67943958,2017-10-18T00:00:00Z,iOS,F,USA,16
40943744,2017-04-16T00:00:00Z,and,F,BRA,23
20100729,2017-11-01T00:00:00Z,and,F,CAN,24
34447873,2016-08-20T00:00:00Z,and,M,USA,18
89961632,2017-11-18T00:00:00Z,and,F,USA,15
63210867,2017-07-04T00:00:00Z,iOS,F,USA,28
70299452,2015-10-18T00:00:00Z,and,M,CAN,23
87678777,2018-03-08T00:00:00Z,and,M,TUR,31
31057439,2016-03-22T00:00:00Z,iOS,F,USA,28
97629578,2018-02-12T00:00:00Z,and,M,BRA,16
15917683,2017-12-14T00:00:00Z,and,M,TUR,17
32022843,2016-08-12T00:00:00Z,iOS,F,FRA,16
47618823,2017-08-02T00:00:00Z,and,F,FRA,31
49698381,2017-04-17T00:00:00Z,and,M,BRA,34
21072439,2016-07-28T00:00:00Z,and,F,USA,32
67817183,2018-01-13T00:00:00Z,and,F,USA,31
55640594,2018-01-18T00:00:00Z,iOS,F,USA,18
42679243,2017-08-26T00:00:00Z,and,F,BRA,31
48084277,2017-07-19T00:00:00Z,and,F,USA,21
82767659,2016-09-11T00:00:00Z,and,M,CAN,26
39922964,2018-02-12T00:00:00Z,iOS,M,TUR,24
73463404,2016-07-26T00:00:00Z,iOS,F,TUR,21
38752713,2016-02-22T00:00:00Z,and,F,CAN,35
14648454,2017-05-05T00:00:00Z,iOS,F,BRA,15
60971934,2017-05-14T00:00:00Z,iOS,M,BRA,79
79215110,2017-12-22T00:00:00Z,iOS,M,USA,21
51523926,2017-12-14T00:00:00Z,and,F,USA,19
37918985,2017-10-10T00:00:00Z,and,M,TUR,31
44764224,2017-10-04T00:00:00Z,and,M,USA,21
55950695,2017-01-14T00:00:00Z,iOS,F,USA,26
53810552,2018-02-05T00:00:00Z,and,F,USA,24
15788769,2017-12-25T00:00:00Z,and,F,BRA,30
98113280,2018-02-27T00:00:00Z,and,F,USA,15
36018795,2017-06-27T00:00:00Z,iOS,M,BRA,20
58092277,2017-12-25T00:00:00Z,iOS,M,CAN,16
62465330,2017-03-04T00:00:00Z,and,M,USA,23
42341857,2017-01-26T00:00:00Z,and,M,TUR,22
84157958,2017-05-26T00:00:00Z,and,F,USA,30
29352895,2017-12-12T00:00:00Z,iOS,M,USA,21
37958514,2017-05-18T00:00:00Z,iOS,F,BRA,16
14604461,2017-10-24T00:00:00Z,iOS,M,FRA,15
54533737,2015-08-04T00:00:00Z,and,M,BRA,15
92019106,2017-09-05T00:00:00Z,and,M,USA,20
52694446,2017-12-04T00:00:00Z,iOS,M,USA,15
87878499,2016-11-22T00:00:00Z,iOS,M,BRA,30
68483354,2016-06-03T00:00:00Z,and,F,BRA,16
80435011,2018-03-04T00:00:00Z,and,F,FRA,21
45984292,2017-09-23T00:00:00Z,iOS,M,USA,30
29689886,2017-08-22T00:00:00Z,and,F,TUR,42
75124948,2017-06-22T00:00:00Z,iOS,M,USA,15
64782949,2015-08-13T00:00:00Z,iOS,F,USA,29
83137942,2016-12-29T00:00:00Z,and,F,DEU,20
37587329,2016-11-14T00:00:00Z,and,F,USA,21
23539226,2017-10-29T00:00:00Z,and,F,USA,16
91206006,2017-11-06T00:00:00Z,and,F,USA,20
69156920,2017-09-14T00:00:00Z,and,F,BRA,29
30890312,2017-08-12T00:00:00Z,and,F,FRA,23
93545105,2016-05-31T00:00:00Z,iOS,M,TUR,22
15804073,2018-03-04T00:00:00Z,and,M,FRA,20
97554186,2017-12-03T00:00:00Z,iOS,M,BRA,16
45916637,2017-12-17T00:00:00Z,iOS,M,USA,30
81855308,2018-03-09T00:00:00Z,and,F,BRA,28
21483204,2017-12-30T00:00:00Z,iOS,F,USA,19
39683514,2017-09-13T00:00:00Z,iOS,M,CAN,18
35827260,2017-11-08T00:00:00Z,and,F,USA,28
13270278,2018-02-27T00:00:00Z,and,F,USA,22
19639891,2017-07-14T00:00:00Z,and,F,DEU,15
84015304,2017-06-01T00:00:00Z,and,F,DEU,18
72656901,2018-02-24T00:00:00Z,and,M,DEU,26
57004034,2017-10-31T00:00:00Z,iOS,M,TUR,16
82222008,2017-09-04T00:00:00Z,and,M,FRA,21
89833695,2016-05-15T00:00:00Z,and,F,TUR,16
38836427,2017-11-04T00:00:00Z,and,M,FRA,22
30458636,2017-12-01T00:00:00Z,iOS,M,BRA,21
37109241,2018-01-05T00:00:00Z,and,F,FRA,15
64739802,2017-04-13T00:00:00Z,and,F,USA,18
12990938,2018-03-01T00:00:00Z,and,M,BRA,21
37946373,2018-02-19T00:00:00Z,and,M,DEU,21
82790705,2015-07-31T00:00:00Z,and,F,USA,15
47617608,2017-12-14T00:00:00Z,and,F,BRA,16
15517544,2017-01-09T00:00:00Z,iOS,M,FRA,17
32744120,2017-02-07T00:00:00Z,iOS,F,CAN,18
91724013,2016-09-06T00:00:00Z,iOS,F,USA,15
23433125,2016-02-27T00:00:00Z,and,F,TUR,17
76304519,2017-11-03T00:00:00Z,and,M,FRA,35
61341526,2016-09-16T00:00:00Z,and,F,BRA,29
94490759,2017-07-06T00:00:00Z,and,F,BRA,17
29686098,2017-04-23T00:00:00Z,iOS,M,USA,36
28793114,2016-11-01T00:00:00Z,iOS,M,BRA,18
93445802,2018-01-13T00:00:00Z,and,M,BRA,17
84734013,2017-03-15T00:00:00Z,iOS,M,USA,33
65947578,2018-02-16T00:00:00Z,and,F,FRA,34
34693553,2017-12-02T00:00:00Z,iOS,F,TUR,24
64495108,2018-03-04T00:00:00Z,and,M,USA,31
96153702,2017-09-13T00:00:00Z,iOS,M,USA,22
84577252,2017-04-13T00:00:00Z,iOS,M,BRA,15
33378047,2016-06-09T00:00:00Z,and,F,CAN,24
60244069,2015-11-19T00:00:00Z,iOS,F,TUR,22
70108791,2016-08-22T00:00:00Z,and,F,TUR,31
24119321,2017-12-15T00:00:00Z,iOS,F,DEU,16
18716352,2016-08-18T00:00:00Z,and,M,USA,26
89290106,2017-11-11T00:00:00Z,iOS,F,BRA,26
43287822,2018-01-26T00:00:00Z,and,F,USA,19
44154700,2018-03-18T00:00:00Z,and,F,USA,16
77219480,2017-06-22T00:00:00Z,iOS,F,BRA,17
85291214,2018-02-03T00:00:00Z,and,F,USA,36
84461775,2017-12-12T00:00:00Z,iOS,F,USA,28
43673810,2017-01-18T00:00:00Z,iOS,F,DEU,27
76339342,2018-01-12T00:00:00Z,and,M,BRA,15
77113366,2016-10-27T00:00:00Z,iOS,M,CAN,16
84411363,2017-04-29T00:00:00Z,iOS,F,USA,16
55286170,2016-07-08T00:00:00Z,and,F,CAN,17
19962922,2016-01-22T00:00:00Z,iOS,M,USA,19
57327688,2016-10-17T00:00:00Z,and,F,USA,30
56945507,2017-06-11T00:00:00Z,iOS,M,BRA,16
64293476,2017-12-03T00:00:00Z,iOS,M,CAN,24
94411829,2018-03-13T00:00:00Z,and,F,BRA,20
31242168,2017-07-27T00:00:00Z,and,F,FRA,21
67475531,2017-12-29T00:00:00Z,and,F,FRA,20
15109016,2017-05-14T00:00:00Z,and,M,TUR,16
28559663,2017-10-12T00:00:00Z,and,M,TUR,17
87643952,2016-08-22T00:00:00Z,iOS,M,BRA,19
84776285,2016-11-05T00:00:00Z,and,M,USA,19
78009369,2017-06-13T00:00:00Z,and,M,TUR,18
24938465,2017-12-22T00:00:00Z,iOS,M,TUR,15
76676117,2017-10-08T00:00:00Z,and,F,USA,17
19566851,2017-08-31T00:00:00Z,and,F,BRA,15
21436401,2017-09-27T00:00:00Z,and,F,DEU,21
27157939,2017-12-04T00:00:00Z,and,M,USA,17
25535329,2017-08-19T00:00:00Z,iOS,F,USA,15
42491149,2017-05-26T00:00:00Z,and,F,BRA,18
70266410,2017-12-01T00:00:00Z,and,F,USA,21
15136142,2017-01-19T00:00:00Z,iOS,M,DEU,26
11517400,2016-06-24T00:00:00Z,and,F,USA,16
31203145,2016-01-10T00:00:00Z,and,M,BRA,50
80455581,2015-09-27T00:00:00Z,and,M,USA,21
15037257,2017-07-07T00:00:00Z,and,M,USA,15
35996236,2018-02-06T00:00:00Z,and,M,USA,18
21771965,2017-07-06T00:00:00Z,iOS,F,USA,16
64218800,2018-02-17T00:00:00Z,and,F,DEU,22
95058621,2017-12-16T00:00:00Z,and,F,FRA,15
53788047,2017-10-15T00:00:00Z,and,M,BRA,19
58916972,2017-07-05T00:00:00Z,and,F,USA,27
85985116,2018-03-10T00:00:00Z,iOS,M,DEU,23
81866741,2016-08-29T00:00:00Z,and,F,TUR,16
80023312,2017-01-12T00:00:00Z,iOS,M,USA,26
52102237,2018-02-24T00:00:00Z,and,F,BRA,21
78833930,2017-12-02T00:00:00Z,and,F,USA,25
90839116,2017-12-20T00:00:00Z,and,F,USA,47
75195648,2016-08-01T00:00:00Z,and,F,BRA,40
53227432,2018-02-12T00:00:00Z,iOS,M,BRA,34
18747611,2016-10-08T00:00:00Z,iOS,M,BRA,17
44020015,2016-11-09T00:00:00Z,and,F,USA,21
70624039,2017-08-21T00:00:00Z,iOS,F,BRA,27
66362034,2016-05-29T00:00:00Z,and,M,CAN,19
97142751,2017-08-03T00:00:00Z,and,F,BRA,35
38748996,2018-03-13T00:00:00Z,and,M,CAN,17
77032069,2017-12-29T00:00:00Z,and,M,BRA,27
55931341,2017-04-27T00:00:00Z,and,M,FRA,59
37004017,2017-01-21T00:00:00Z,and,M,USA,18
37057461,2015-12-19T00:00:00Z,and,M,BRA,23
66223562,2017-01-27T00:00:00Z,and,M,BRA,15
50314073,2017-11-30T00:00:00Z,and,M,BRA,23
21958401,2017-12-25T00:00:00Z,and,M,USA,19
92651086,2018-02-20T00:00:00Z,and,F,BRA,20
20963546,2017-06-10T00:00:00Z,and,M,DEU,19
93491507,2017-01-03T00:00:00Z,and,F,DEU,26
65685393,2017-09-16T00:00:00Z,and,F,CAN,25
85445055,2017-10-19T00:00:00Z,and,M,USA,39
81246866,2016-09-04T00:00:00Z,iOS,M,CAN,20
59437177,2018-02-18T00:00:00Z,and,M,TUR,24
97468874,2015-11-13T00:00:00Z,and,M,BRA,18
52520471,2016-05-31T00:00:00Z,iOS,M,USA,16
68065534,2016-03-12T00:00:00Z,iOS,F,USA,31
50221524,2017-02-08T00:00:00Z,iOS,F,BRA,16
41703919,2015-07-16T00:00:00Z,and,F,CAN,45
77277269,2017-06-15T00:00:00Z,iOS,F,DEU,26
89650608,2018-02-04T00:00:00Z,iOS,F,USA,22
36500809,2016-12-02T00:00:00Z,and,F,BRA,43
13482670,2015-10-29T00:00:00Z,and,F,USA,19
61581540,2017-11-21T00:00:00Z,iOS,F,USA,21
14449063,2018-03-09T00:00:00Z,iOS,F,DEU,15
22298163,2017-01-31T00:00:00Z,iOS,M,USA,15
25932651,2018-02-11T00:00:00Z,iOS,F,USA,15
94427793,2017-06-11T00:00:00Z,and,F,USA,28
21194093,2018-02-23T00:00:00Z,and,F,TUR,25
54891133,2017-08-23T00:00:00Z,and,F,BRA,28
34053317,2017-08-22T00:00:00Z,and,F,TUR,25
85185035,2017-12-17T00:00:00Z,iOS,F,USA,22
65596163,2015-12-06T00:00:00Z,and,F,DEU,31
40092265,2017-07-08T00:00:00Z,and,F,BRA,35
98077689,2018-03-11T00:00:00Z,and,M,DEU,18
43186811,2018-02-10T00:00:00Z,and,F,BRA,16
52044343,2016-05-10T00:00:00Z,and,M,BRA,44
93426075,2017-04-11T00:00:00Z,and,M,USA,26
36602992,2017-11-06T00:00:00Z,and,M,BRA,31
47596187,2017-12-14T00:00:00Z,and,F,FRA,17
46266011,2017-08-08T00:00:00Z,and,M,USA,25
60039576,2017-09-08T00:00:00Z,and,F,DEU,31
35617953,2017-08-26T00:00:00Z,iOS,F,USA,20
31555021,2017-06-05T00:00:00Z,and,M,USA,26
71812474,2018-01-10T00:00:00Z,iOS,F,BRA,23
55571803,2016-04-06T00:00:00Z,iOS,M,DEU,18
83862347,2018-03-06T00:00:00Z,and,F,USA,18
35286710,2016-12-29T00:00:00Z,iOS,M,TUR,19
52309960,2017-12-18T00:00:00Z,and,F,BRA,23
85912875,2016-05-03T00:00:00Z,iOS,M,BRA,25
63874406,2017-11-13T00:00:00Z,and,F,TUR,15
91038419,2016-04-25T00:00:00Z,and,M,USA,15
67798516,2018-01-19T00:00:00Z,and,M,CAN,15
25888195,2016-12-27T00:00:00Z,and,F,TUR,31
91235288,2017-12-06T00:00:00Z,and,M,USA,15
40791163,2016-12-03T00:00:00Z,iOS,M,FRA,18
80406941,2016-05-27T00:00:00Z,and,F,USA,18
22504413,2017-08-23T00:00:00Z,iOS,F,USA,19
82135797,2017-04-22T00:00:00Z,and,F,BRA,31
48565424,2018-03-17T00:00:00Z,iOS,M,CAN,18
82886649,2015-11-23T00:00:00Z,iOS,M,USA,27
16167868,2015-09-28T00:00:00Z,and,F,DEU,27
53079354,2017-07-11T00:00:00Z,iOS,F,USA,15
80158195,2018-01-26T00:00:00Z,iOS,M,BRA,27
96282488,2016-07-09T00:00:00Z,and,F,TUR,32
95656310,2018-01-19T00:00:00Z,and,F,USA,34
98531496,2015-11-29T00:00:00Z,and,M,BRA,19
68552578,2017-10-16T00:00:00Z,and,F,USA,24
43504265,2016-05-01T00:00:00Z,iOS,F,USA,28
98114339,2016-07-21T00:00:00Z,and,M,BRA,19
23484369,2017-08-18T00:00:00Z,iOS,M,BRA,21
37998584,2017-09-11T00:00:00Z,iOS,M,USA,25
18263839,2017-04-17T00:00:00Z,iOS,F,CAN,22
88425174,2017-12-02T00:00:00Z,and,F,USA,38
98122943,2016-02-10T00:00:00Z,and,M,CAN,20
32094711,2017-05-03T00:00:00Z,and,F,USA,17
34613781,2017-07-05T00:00:00Z,and,M,USA,28
89011732,2018-03-13T00:00:00Z,iOS,F,USA,15
47334181,2017-07-07T00:00:00Z,iOS,F,DEU,26
83313764,2018-01-30T00:00:00Z,and,M,USA,19
93994917,2017-08-09T00:00:00Z,and,M,BRA,20
58511845,2018-01-07T00:00:00Z,iOS,F,USA,36
34256664,2017-08-14T00:00:00Z,iOS,F,USA,19
79892079,2018-02-15T00:00:00Z,and,M,USA,60
39152049,2017-08-04T00:00:00Z,and,M,TUR,18
19492015,2017-09-16T00:00:00Z,and,M,TUR,28
59463309,2018-03-15T00:00:00Z,iOS,F,USA,23
60228247,2017-09-20T00:00:00Z,and,F,USA,16
86502503,2016-05-28T00:00:00Z,iOS,F,FRA,31
77367607,2017-01-22T00:00:00Z,and,F,FRA,44
99561013,2017-10-01T00:00:00Z,iOS,F,TUR,18
76507717,2018-02-23T00:00:00Z,iOS,F,CAN,61
93489921,2018-01-16T00:00:00Z,and,M,DEU,19
90359690,2017-12-31T00:00:00Z,iOS,F,USA,57
73983881,2018-01-17T00:00:00Z,iOS,M,BRA,36
95481632,2017-08-19T00:00:00Z,iOS,M,BRA,16
37191637,2018-02-08T00:00:00Z,and,M,USA,26
42396858,2017-11-27T00:00:00Z,and,F,CAN,29
90925812,2018-01-13T00:00:00Z,and,F,CAN,31
46036537,2015-05-29T00:00:00Z,iOS,M,BRA,24
63082432,2016-11-27T00:00:00Z,iOS,M,TUR,20
89795156,2016-10-08T00:00:00Z,iOS,F,TUR,44
93774138,2016-05-02T00:00:00Z,iOS,F,TUR,17
53539756,2018-02-12T00:00:00Z,iOS,F,BRA,19
55530598,2018-02-20T00:00:00Z,and,M,USA,27
56633734,2018-03-07T00:00:00Z,and,M,USA,26
23454714,2017-12-18T00:00:00Z,and,F,BRA,21
61752917,2016-02-18T00:00:00Z,iOS,M,FRA,16
64561718,2017-11-12T00:00:00Z,and,F,USA,22
80363280,2016-03-04T00:00:00Z,and,M,USA,18
35038840,2016-12-15T00:00:00Z,and,M,DEU,16
45989260,2017-03-22T00:00:00Z,and,M,CAN,16
70789104,2018-01-13T00:00:00Z,iOS,M,BRA,16
27429836,2018-03-04T00:00:00Z,and,F,USA,16
32276518,2017-12-25T00:00:00Z,iOS,F,USA,19
91424606,2017-07-26T00:00:00Z,iOS,F,USA,30
70385007,2018-03-12T00:00:00Z,iOS,M,USA,46
48288628,2016-09-24T00:00:00Z,and,F,TUR,26
49229487,2017-02-23T00:00:00Z,and,M,BRA,15
69030879,2018-02-19T00:00:00Z,iOS,M,USA,18
63409657,2017-02-19T00:00:00Z,and,F,USA,27
41362465,2018-03-14T00:00:00Z,and,M,TUR,23
61336274,2017-11-10T00:00:00Z,and,F,USA,32
68475317,2018-03-17T00:00:00Z,and,M,TUR,53
81560886,2018-01-26T00:00:00Z,and,F,DEU,22
13874408,2017-01-27T00:00:00Z,and,F,USA,17
62948265,2018-01-21T00:00:00Z,iOS,F,USA,23
79401998,2017-06-13T00:00:00Z,iOS,F,BRA,28
17157715,2017-12-16T00:00:00Z,and,F,CAN,32
72672553,2016-06-30T00:00:00Z,and,F,BRA,17
76714747,2018-03-06T00:00:00Z,and,M,BRA,16
58417681,2016-01-25T00:00:00Z,iOS,F,USA,28
82424171,2017-06-26T00:00:00Z,iOS,M,FRA,28
25134497,2015-11-13T00:00:00Z,iOS,F,USA,30
21065998,2017-11-03T00:00:00Z,iOS,M,BRA,15
64577723,2016-12-13T00:00:00Z,and,F,BRA,20
49417770,2018-03-07T00:00:00Z,and,M,TUR,20
17866987,2015-12-30T00:00:00Z,and,M,BRA,28
44904552,2017-07-26T00:00:00Z,and,F,USA,26
89066234,2018-01-15T00:00:00Z,and,M,DEU,17
66716648,2018-01-01T00:00:00Z,and,F,DEU,15
36367940,2016-04-25T00:00:00Z,and,M,TUR,18
11809590,2016-04-28T00:00:00Z,iOS,F,DEU,37
97301624,2018-01-30T00:00:00Z,iOS,F,DEU,18
58914553,2016-08-23T00:00:00Z,iOS,F,BRA,30
56588332,2018-01-10T00:00:00Z,and,M,USA,65
91718203,2017-10-11T00:00:00Z,iOS,M,USA,17
67081054,2017-06-05T00:00:00Z,and,F,DEU,36
36777946,2017-02-11T00:00:00Z,and,M,BRA,24
30452554,2017-09-24T00:00:00Z,iOS,M,TUR,17
20771598,2015-12-20T00:00:00Z,iOS,F,TUR,26
73156828,2017-12-07T00:00:00Z,and,F,BRA,16
93581551,2016-10-05T00:00:00Z,and,F,FRA,55
38138528,2017-03-08T00:00:00Z,and,M,BRA,16
18852279,2017-12-05T00:00:00Z,iOS,F,FRA,27
90807386,2018-02-26T00:00:00Z,and,M,BRA,32
39790818,2015-04-27T00:00:00Z,and,F,USA,15
56655923,2017-09-15T00:00:00Z,and,F,DEU,24
17039482,2017-12-29T00:00:00Z,iOS,M,BRA,58
96100167,2016-12-05T00:00:00Z,and,M,CAN,16
67964589,2015-11-22T00:00:00Z,and,F,DEU,25
33075608,2017-10-08T00:00:00Z,and,M,BRA,17
96764152,2016-08-19T00:00:00Z,and,F,FRA,22
45072760,2017-11-14T00:00:00Z,and,M,FRA,28
59111983,2018-03-12T00:00:00Z,and,F,CAN,28
80754559,2018-02-24T00:00:00Z,and,F,DEU,38
14566281,2018-03-11T00:00:00Z,iOS,F,DEU,16
95795688,2018-01-13T00:00:00Z,iOS,F,BRA,21
15514062,2016-08-12T00:00:00Z,and,M,TUR,15
99135902,2016-05-05T00:00:00Z,iOS,M,USA,15
46083136,2018-01-07T00:00:00Z,and,M,FRA,20
78745251,2017-06-03T00:00:00Z,and,M,USA,15
74459963,2018-02-02T00:00:00Z,and,M,BRA,18
50288707,2017-11-07T00:00:00Z,and,M,BRA,37
51361059,2017-05-21T00:00:00Z,and,M,USA,41
67527826,2017-12-22T00:00:00Z,and,M,BRA,18
14534865,2017-06-29T00:00:00Z,iOS,M,USA,30
36380501,2017-01-15T00:00:00Z,and,F,FRA,17
20417184,2017-03-30T00:00:00Z,and,M,BRA,24
75271614,2017-06-18T00:00:00Z,and,M,TUR,16
70253108,2017-02-10T00:00:00Z,iOS,F,USA,29
51598549,2017-01-29T00:00:00Z,iOS,M,USA,20
86941231,2016-12-14T00:00:00Z,and,M,TUR,32
66628225,2018-01-08T00:00:00Z,and,F,CAN,15
85158494,2017-05-25T00:00:00Z,and,M,BRA,18
17161108,2016-01-15T00:00:00Z,iOS,M,USA,16
78931619,2018-03-02T00:00:00Z,iOS,F,FRA,20
46593914,2017-04-06T00:00:00Z,and,F,FRA,19
96156414,2018-02-21T00:00:00Z,and,M,USA,16
11513250,2018-02-22T00:00:00Z,iOS,F,USA,18
35458603,2017-04-24T00:00:00Z,and,F,BRA,33
38729331,2017-09-26T00:00:00Z,and,M,BRA,41
47070017,2017-05-24T00:00:00Z,and,F,TUR,24
56715726,2017-11-06T00:00:00Z,iOS,F,CAN,32
54985552,2017-09-05T00:00:00Z,and,M,FRA,29
41393900,2017-08-13T00:00:00Z,and,F,BRA,17
97568038,2018-03-07T00:00:00Z,iOS,M,BRA,19
34741354,2018-03-14T00:00:00Z,iOS,M,USA,18
62989297,2017-12-18T00:00:00Z,and,F,CAN,15
23783655,2015-11-09T00:00:00Z,and,M,BRA,31
50454285,2017-09-22T00:00:00Z,and,M,DEU,18
25280279,2018-03-06T00:00:00Z,iOS,M,BRA,21
54297343,2016-10-27T00:00:00Z,and,F,USA,19
81292297,2017-07-03T00:00:00Z,and,M,BRA,18
46915570,2016-06-12T00:00:00Z,and,M,USA,20
80674824,2017-11-09T00:00:00Z,and,F,BRA,23
60123004,2016-10-10T00:00:00Z,iOS,F,CAN,65
34652038,2018-02-07T00:00:00Z,iOS,F,CAN,25
32576473,2018-03-14T00:00:00Z,iOS,F,USA,47
46397958,2017-01-17T00:00:00Z,and,F,USA,16
90799774,2017-04-15T00:00:00Z,and,F,USA,23
11873330,2016-01-25T00:00:00Z,and,M,DEU,21
36451162,2018-02-05T00:00:00Z,and,F,DEU,19
82188207,2017-11-28T00:00:00Z,and,F,DEU,15
64947937,2017-01-26T00:00:00Z,and,F,TUR,31
36578068,2018-03-09T00:00:00Z,and,M,BRA,15
90224949,2017-12-28T00:00:00Z,iOS,M,TUR,22
66378609,2018-03-14T00:00:00Z,iOS,F,FRA,33
64646851,2017-02-20T00:00:00Z,and,M,USA,15
78550161,2018-01-06T00:00:00Z,iOS,M,USA,22
13231721,2017-03-30T00:00:00Z,iOS,F,BRA,15
91921795,2017-02-08T00:00:00Z,and,F,USA,17
53472994,2018-02-24T00:00:00Z,iOS,M,FRA,16
81768530,2016-02-16T00:00:00Z,and,F,USA,21
99286842,2018-02-24T00:00:00Z,and,M,BRA,21
75972343,2017-05-06T00:00:00Z,and,F,TUR,16
23137676,2018-02-06T00:00:00Z,iOS,F,DEU,25
13707223,2016-06-21T00:00:00Z,and,F,USA,25
25889970,2016-06-16T00:00:00Z,iOS,F,FRA,23
69303775,2017-10-27T00:00:00Z,iOS,M,USA,17
21150184,2017-09-06T00:00:00Z,iOS,F,CAN,25
34110705,2018-01-25T00:00:00Z,iOS,F,BRA,28
41217161,2015-08-26T00:00:00Z,iOS,M,TUR,17
74682096,2017-07-31T00:00:00Z,and,F,USA,18
78827675,2015-04-24T00:00:00Z,iOS,F,USA,18
90692872,2018-03-05T00:00:00Z,and,F,FRA,16
41854684,2017-03-20T00:00:00Z,and,F,USA,44
67972857,2015-05-23T00:00:00Z,and,M,USA,18
14137740,2018-01-01T00:00:00Z,and,F,BRA,35
90664390,2017-12-25T00:00:00Z,and,F,USA,16
21812373,2017-12-14T00:00:00Z,and,F,USA,16
48178398,2017-09-29T00:00:00Z,and,M,BRA,16
34799843,2017-06-13T00:00:00Z,and,M,USA,30
16391852,2018-03-04T00:00:00Z,and,M,USA,16
50511591,2015-08-01T00:00:00Z,iOS,F,DEU,16
52837657,2017-07-24T00:00:00Z,and,M,USA,16
58494212,2017-10-16T00:00:00Z,and,M,USA,43
51713317,2016-10-05T00:00:00Z,and,M,TUR,15
38580781,2017-06-27T00:00:00Z,iOS,F,USA,19
26949214,2018-03-18T00:00:00Z,and,M,USA,16
12626622,2017-03-11T00:00:00Z,and,M,BRA,15
18742541,2017-06-07T00:00:00Z,and,M,USA,31
72627600,2017-03-01T00:00:00Z,and,M,USA,36
42934045,2018-02-18T00:00:00Z,and,M,USA,19
36193717,2017-03-30T00:00:00Z,and,M,TUR,15
54706703,2016-09-17T00:00:00Z,and,F,USA,16
