date,uid,price
2017-12-06,37480516,499
2017-12-23,37480516,499
2018-03-31,37480516,199
2017-06-02,94801850,499
2018-02-14,94801850,299
2018-02-18,94801850,599
2018-02-20,94801850,199
2018-03-23,94801850,199
2017-02-06,29455787,599
2017-05-17,29455787,299
2017-10-08,87388820,199
2016-10-14,82780517,299
2017-02-05,82780517,99
2017-03-25,82780517,499
2017-12-18,82780517,599
2016-10-19,95839590,599
2017-08-11,95839590,199
2017-11-23,95839590,599
2016-12-23,11320369,499
2017-04-12,11320369,499
2018-03-30,11320369,299
2018-04-21,11320369,599
2017-11-11,59031730,499
2016-06-16,36444229,299
2017-09-30,36444229,599
2018-01-05,36444229,899
2018-02-22,36444229,299
2017-10-03,59799559,199
2018-02-23,59799559,499
2018-02-25,59799559,599
2017-12-29,98394626,599
2018-02-09,98394626,499
2018-03-21,98394626,499
2017-01-10,37187860,199
2017-03-23,37187860,499
2017-12-13,37187860,599
2017-12-30,37187860,199
2015-11-19,16387203,899
2016-03-23,16387203,499
2016-04-23,16387203,499
2016-08-03,16387203,599
2016-09-30,16387203,199
2016-11-07,16387203,299
2017-02-23,16387203,599
2017-05-03,16387203,499
2017-05-19,16387203,499
2017-05-27,16387203,299
2018-01-02,16387203,499
2017-05-22,59044780,499
2017-11-25,59044780,899
2018-01-20,59044780,499
2017-12-18,91957785,599
2018-04-06,91957785,599
2016-04-26,16456357,599
2016-12-08,16456357,199
2017-04-23,16456357,599
2017-06-06,16456357,99
2017-07-10,16456357,299
2017-08-15,16456357,899
2017-11-06,16456357,899
2017-12-06,16456357,899
2018-02-21,16456357,599
2017-05-08,31340943,499
2017-08-24,31340943,299
2018-01-25,31340943,199
2016-11-01,59792001,199
2016-11-20,59792001,599
2016-12-07,59792001,599
2017-04-05,59792001,599
2017-07-26,59792001,599
2017-08-26,59792001,199
2017-11-30,59792001,299
2015-08-11,49473501,99
2015-11-15,49473501,199
2016-02-19,49473501,599
2016-03-03,49473501,499
2016-06-29,49473501,599
2016-09-04,49473501,199
2016-09-11,49473501,199
2016-12-22,49473501,299
2016-12-30,49473501,499
2017-01-11,49473501,199
2017-01-26,49473501,299
2017-04-17,49473501,499
2017-10-16,49473501,599
2017-11-17,49473501,199
2018-01-18,49473501,299
2018-01-25,49473501,899
2017-07-27,15687152,99
2017-08-17,15687152,499
2018-02-14,15687152,199
2018-03-26,15687152,299
2016-07-02,32964917,299
2016-08-29,32964917,199
2017-03-25,32964917,299
2017-04-06,32964917,599
2017-05-16,32964917,599
2017-10-31,32964917,299
2017-11-20,32964917,299
2017-12-01,32964917,199
2018-01-03,32964917,299
2015-10-13,48540649,599
2016-03-27,48540649,599
2017-05-24,26364682,499
2017-09-11,26364682,499
2017-10-21,38078004,499
2018-03-25,38078004,899
2017-06-28,60958477,299
2017-07-20,60958477,199
2017-10-13,60958477,199
2017-10-25,60958477,199
2016-04-14,42752584,599
2016-11-10,42752584,499
2016-11-13,42752584,899
2017-07-29,42752584,499
2017-08-21,42752584,199
2017-11-03,42752584,199
2018-01-09,42752584,499
2018-01-26,42752584,599
2016-08-05,17910018,199
2016-09-20,17910018,599
2016-10-04,17910018,99
2016-10-20,17910018,99
2016-10-27,17910018,599
2016-10-28,17910018,199
2016-11-14,17910018,299
2016-12-23,17910018,599
2017-07-29,17910018,499
2017-11-13,17910018,199
2017-10-26,62055061,199
2018-01-08,62055061,599
2018-02-27,62055061,599
2018-03-02,62055061,299
2016-05-12,55859187,499
2016-11-20,55859187,599
2016-12-09,55859187,499
2017-03-28,64065390,199
2017-06-26,64065390,199
2017-09-08,64065390,199
2017-09-29,64065390,199
2016-08-18,77421726,199
2017-07-06,77421726,499
2018-04-01,77421726,499
2017-06-18,13651703,299
2018-02-05,89515095,299
2018-04-11,28014844,299
2017-06-11,75003471,599
2017-07-09,75003471,599
2018-01-13,75003471,599
2016-07-16,89224564,599
2016-09-19,89224564,499
2016-09-26,89224564,199
2016-11-04,89224564,899
2016-11-14,89224564,299
2016-12-05,89224564,499
2017-01-21,89224564,499
2017-06-04,89224564,499
2017-10-17,89224564,499
2017-11-11,89224564,299
2018-02-22,59035623,499
2018-03-20,59035623,599
2018-04-17,59035623,499
2018-04-14,62726425,299
2016-04-21,59874494,299
2016-08-16,59874494,299
2016-10-25,59874494,499
2017-04-24,59874494,199
2017-09-28,59874494,899
2017-10-10,59874494,499
2016-03-14,64900710,599
2016-07-27,64900710,299
2017-04-27,64900710,299
2016-06-27,19016257,299
2016-12-14,19016257,599
2017-03-03,19016257,299
2017-04-05,19016257,499
2017-06-04,19016257,199
2017-08-14,19016257,599
2018-03-11,19016257,199
2018-03-16,19016257,499
2018-03-24,19016257,599
2018-03-30,19016257,499
2017-02-11,60780981,299
2017-02-24,60780981,199
2017-07-01,60780981,899
2017-09-17,60780981,299
2017-10-30,60780981,599
2018-03-19,60780981,199
2018-03-27,60780981,599
2016-11-02,44749053,599
2017-09-21,44749053,99
2017-10-25,44749053,499
2017-08-10,92796239,199
2018-03-25,92796239,199
2018-04-04,92796239,299
2016-08-28,89378183,299
2016-10-13,89378183,199
2016-11-20,89378183,199
2016-12-28,89378183,299
2017-01-10,89378183,899
2017-01-12,89378183,299
2017-05-10,89378183,299
2017-08-21,89378183,299
2017-10-07,89378183,499
2017-10-22,89378183,199
2018-03-18,89378183,299
2015-08-30,13396820,199
2015-11-17,13396820,599
2016-01-15,13396820,599
2016-04-25,13396820,299
2017-11-04,13396820,199
2018-01-27,13396820,599
2016-11-19,20031767,299
2016-12-22,20031767,299
2017-12-02,20031767,499
2017-05-15,63431027,99
2017-10-07,63431027,299
2017-11-07,63431027,199
2017-11-23,63431027,599
2018-03-21,63431027,599
2017-10-28,28634546,299
2017-11-28,28634546,299
2017-01-06,68728550,499
2017-12-09,68728550,199
2016-03-23,74159297,99
2017-02-10,74159297,299
2018-04-05,74159297,499
2017-02-17,61633909,499
2017-12-17,61633909,199
2017-07-26,89630600,599
2017-06-20,13768946,299
2017-12-09,13768946,599
2018-01-04,13768946,599
2018-01-09,13768946,499
2016-12-23,17044830,199
2017-05-23,17044830,599
2017-06-06,17044830,599
2017-08-16,17044830,599
2017-09-15,17044830,599
2017-10-06,17044830,299
2018-02-27,17044830,299
2018-03-11,17044830,299
2018-04-10,17044830,99
2017-12-28,52823314,299
2018-04-16,52823314,199
2018-01-04,31765520,199
2017-06-27,26131064,199
2017-08-08,26131064,199
2017-08-16,26131064,599
2017-08-23,26131064,599
2017-10-12,26131064,499
2016-05-09,61660357,299
2016-07-28,61660357,299
2016-08-24,61660357,599
2016-10-19,61660357,499
2016-12-19,61660357,499
2017-11-21,61660357,199
2018-04-05,61660357,599
2016-12-23,70953467,299
2018-01-29,70953467,499
2018-04-18,70953467,599
2016-03-17,71702706,899
2017-09-04,26770198,299
2017-10-27,26770198,599
2017-12-11,26770198,499
2018-03-22,26770198,299
2018-04-04,26770198,899
2018-01-24,82768245,299
2016-03-11,48087396,499
2016-05-15,48087396,599
2016-08-30,48087396,299
2016-09-11,48087396,599
2017-02-15,48087396,299
2017-11-15,48087396,299
2018-02-12,48087396,199
2018-03-27,48087396,499
2016-12-09,97967386,299
2017-01-19,97967386,199
2017-05-16,97967386,199
2017-09-15,97967386,199
2017-10-08,97967386,299
2017-12-04,97967386,499
2018-01-06,97967386,299
2018-01-11,97967386,899
2018-01-19,97967386,499
2017-05-26,44887614,299
2017-11-20,44887614,299
2017-12-08,44887614,299
2017-12-23,44887614,99
2018-03-02,44887614,299
2018-01-21,62177887,899
2015-12-02,21953471,499
2016-01-24,21953471,199
2016-02-04,21953471,499
2016-03-17,21953471,299
2016-08-20,21953471,599
2016-09-28,21953471,599
2016-10-02,21953471,499
2016-12-04,21953471,199
2016-12-21,21953471,199
2017-01-04,94698283,199
2017-01-17,94698283,99
2017-08-30,94698283,299
2017-09-05,94698283,199
2017-09-07,94698283,499
2017-09-29,94698283,299
2018-01-18,94698283,599
2016-10-27,18651631,599
2017-01-16,18651631,299
2017-05-20,18651631,199
2018-01-01,18651631,199
2018-01-13,18651631,99
2016-01-06,63526005,299
2016-01-10,63526005,499
2016-06-21,63526005,199
2017-05-03,63526005,199
2017-06-16,63526005,199
2018-03-11,63526005,299
2015-06-23,88785518,199
2017-08-09,88785518,499
2018-03-24,88785518,599
2017-03-20,48056249,199
2017-08-01,48056249,499
2018-03-29,48056249,199
2016-07-03,78353461,599
2017-02-09,78353461,199
2017-07-09,78353461,299
2018-03-06,78353461,199
2017-01-29,49285017,199
2017-09-01,49285017,599
2017-09-11,49285017,599
2018-03-20,49285017,199
2018-04-08,49285017,599
2017-12-11,71377191,299
2018-04-04,71377191,299
2017-03-18,27668205,599
2017-08-09,15003749,299
2017-12-17,15003749,499
2017-12-29,15003749,299
2017-03-14,95318231,599
2017-03-18,95318231,299
2017-04-22,95318231,199
2017-05-22,95318231,299
2017-05-25,95318231,299
2017-07-11,95318231,299
2017-12-02,95318231,199
2017-12-10,95318231,899
2018-01-11,95318231,499
2017-02-26,27222812,199
2017-11-18,27222812,499
2017-04-24,66622094,199
2017-10-07,19991895,599
2017-03-07,37616019,299
2017-05-02,37616019,199
2017-05-12,37616019,299
2017-05-24,37616019,499
2017-05-25,37616019,99
2017-08-05,37616019,599
2017-11-07,37616019,299
2017-12-07,37616019,599
2016-10-22,75153274,299
2015-09-08,34106799,199
2016-04-06,34106799,499
2016-12-25,34106799,99
2017-07-14,34106799,299
2017-09-17,34106799,199
2017-04-24,79717138,599
2017-05-24,79717138,299
2017-10-02,79717138,199
2017-12-13,79717138,599
2018-04-03,79717138,199
2016-08-06,11935439,499
2016-11-10,11935439,499
2016-12-18,11935439,499
2017-07-14,11935439,599
2017-07-26,11935439,899
2017-10-30,11935439,299
2017-12-29,11935439,199
2018-02-04,11935439,599
2017-07-04,15602480,299
2017-08-15,15602480,199
2017-09-19,15602480,599
2018-02-07,15602480,299
2016-12-10,95582508,499
2017-02-17,95582508,499
2017-04-11,95582508,299
2018-02-15,95582508,499
2017-04-06,95214810,499
2016-03-30,99155117,199
2016-11-01,99155117,499
2017-05-01,99155117,499
2017-08-01,99155117,199
2017-09-20,99155117,199
2018-01-27,99155117,299
2018-02-07,99155117,199
2018-03-29,99155117,99
2015-12-25,49322096,199
2016-05-09,49322096,599
2016-05-13,49322096,199
2016-08-24,49322096,499
2016-08-27,49322096,599
2016-09-22,49322096,499
2016-10-15,49322096,499
2017-01-18,49322096,899
2017-04-21,49322096,99
2017-05-17,49322096,99
2018-02-24,49322096,299
2017-09-26,86456063,499
2017-12-28,86456063,599
2016-11-08,11975697,299
2017-01-11,11975697,299
2017-05-15,11975697,199
2017-06-29,11975697,499
2017-07-08,11975697,499
2017-10-08,11975697,299
2017-12-20,11975697,299
2017-12-21,11975697,599
2018-01-16,11975697,299
2018-01-28,11975697,199
2018-02-27,11975697,199
2018-03-13,11975697,199
2016-09-15,54025690,199
2016-11-24,54025690,99
2016-12-02,54025690,599
2017-05-29,54025690,299
2017-12-20,54025690,599
2018-01-02,54025690,299
2018-03-26,15267901,499
2018-02-03,26455373,899
2017-01-02,91072150,599
2017-04-10,91072150,899
2018-04-02,91072150,299
2017-10-05,43508318,299
2017-01-18,86296583,99
2017-03-01,86296583,199
2017-03-24,86296583,299
2017-03-27,86296583,599
2017-04-03,86296583,199
2017-04-04,86296583,599
2017-11-10,52433267,499
2017-12-20,52433267,299
2018-03-09,52433267,499
2018-01-03,29114404,299
2018-02-26,29114404,599
2018-03-15,29114404,499
2017-05-03,88158230,199
2017-10-16,88158230,499
2017-12-30,88158230,499
2017-01-09,52447709,499
2017-05-20,52447709,99
2017-05-24,52447709,499
2017-08-31,52447709,199
2017-11-16,52447709,299
2017-12-17,52447709,499
2015-12-04,85675827,599
2016-01-11,85675827,499
2016-06-21,85675827,499
2016-07-28,85675827,199
2017-03-04,85675827,499
2017-08-05,85675827,199
2017-12-30,85675827,499
2016-11-07,73629962,299
2017-08-02,73629962,599
2018-02-21,73629962,199
2018-03-10,73629962,199
2017-10-13,27408614,599
2018-04-16,27408614,499
2016-12-21,73814131,599
2017-01-20,73814131,199
2017-05-15,73814131,599
2017-06-12,73814131,599
2018-04-19,80293580,199
2017-03-08,31336760,199
2017-04-27,31336760,499
2017-08-25,31336760,499
2018-04-16,31336760,299
2017-10-06,57885931,499
2017-11-30,57885931,499
2018-03-13,57885931,199
2017-03-13,72691739,499
2017-04-28,72691739,599
2017-06-13,72691739,199
2017-10-15,72691739,599
2017-10-20,72691739,499
2018-01-08,72691739,599
2018-03-18,49716883,599
2016-03-16,64176044,199
2016-06-29,64176044,599
2016-11-12,64176044,499
2017-01-01,64176044,299
2017-10-28,64176044,299
2018-03-06,64176044,299
2017-10-25,52132109,299
2017-11-28,52132109,499
2017-01-30,77619271,199
2017-02-18,77619271,599
2017-11-18,77619271,299
2017-07-26,72449031,199
2018-03-05,72449031,299
2016-09-26,75993550,299
2017-04-05,75993550,199
2017-06-21,75993550,499
2018-01-23,75993550,599
2017-07-20,43094603,499
2017-09-14,43094603,299
2017-10-05,43094603,299
2017-12-10,43094603,499
2018-03-02,43094603,199
2017-02-06,60680304,499
2017-04-03,60680304,499
2016-08-29,97295670,299
2016-11-14,97295670,499
2016-12-24,97295670,499
2017-05-23,97295670,499
2017-07-26,97295670,599
2017-11-29,97295670,499
2017-06-05,93921326,199
2017-07-06,93921326,199
2018-04-06,93921326,299
2016-08-08,33937393,299
2016-08-17,33937393,199
2016-11-22,33937393,199
2017-02-08,33937393,499
2017-02-23,33937393,599
2017-05-30,33937393,599
2018-02-16,33937393,499
2017-12-26,78880218,99
2017-02-14,82839670,299
2017-05-11,82839670,499
2017-05-29,82839670,299
2017-08-12,82839670,299
2017-09-05,82839670,299
2018-02-03,82839670,299
2018-02-21,82839670,499
2018-03-03,82839670,299
2017-03-23,45964110,499
2017-05-17,45964110,299
2017-06-11,45964110,599
2017-08-22,45964110,499
2017-11-20,45964110,599
2018-03-03,45964110,599
2016-09-07,41281538,199
2017-02-25,41281538,299
2017-04-19,41281538,299
2017-09-10,41281538,199
2018-01-25,41281538,599
2016-03-05,68305029,299
2016-04-13,68305029,499
2016-06-05,68305029,499
2016-07-04,68305029,299
2016-09-09,68305029,299
2016-09-11,68305029,299
2016-09-22,68305029,199
2017-09-01,68305029,899
2017-09-10,68305029,599
2017-10-15,68305029,499
2018-01-05,68305029,299
2018-02-11,68305029,499
2018-02-20,68305029,499
2017-06-15,44208505,499
2017-07-16,44208505,199
2017-10-18,44208505,299
2017-11-18,44208505,199
2017-04-23,16193059,899
2018-02-16,16193059,299
2016-09-11,75112298,499
2016-12-26,75112298,199
2017-02-09,75112298,199
2016-09-08,85233927,199
2016-10-02,85233927,299
2016-12-09,85233927,199
2016-12-12,85233927,199
2017-03-17,85233927,499
2017-08-05,85233927,299
2017-02-11,45512456,499
2017-05-04,45512456,499
2018-03-30,45512456,499
2018-04-10,45512456,299
2016-02-15,44628001,499
2016-03-15,44628001,299
2016-03-22,44628001,299
2016-03-29,44628001,199
2016-04-12,44628001,599
2016-04-27,44628001,599
2016-05-12,44628001,899
2016-05-21,44628001,499
2016-05-29,44628001,599
2016-07-04,44628001,499
2016-07-13,44628001,299
2016-08-03,44628001,99
2016-10-03,44628001,199
2016-11-04,44628001,299
2016-12-28,44628001,899
2017-02-03,44628001,899
2017-04-29,44628001,499
2017-06-07,44628001,499
2017-06-29,44628001,199
2018-01-04,44628001,199
2017-06-11,35021717,199
2017-06-24,35021717,599
2017-11-14,35021717,499
2017-11-28,35021717,299
2017-12-21,35021717,899
2016-10-30,57070544,599
2017-05-20,57070544,199
2017-08-16,57070544,499
2017-10-22,57070544,199
2016-07-19,46740544,199
2016-11-08,46740544,599
2016-11-09,46740544,599
2017-12-01,46740544,199
2018-02-08,46740544,299
2018-04-10,46740544,299
2016-07-13,43651760,299
2016-12-25,43651760,299
2018-03-12,43651760,199
2018-04-10,43651760,199
2016-07-13,88894835,599
2016-09-24,88894835,199
2017-09-11,88894835,199
2017-09-27,88894835,899
2017-10-07,88894835,599
2018-02-06,88894835,299
2018-03-09,88894835,299
2017-07-09,13307249,299
2017-07-10,13307249,599
2017-07-27,13307249,499
2018-01-14,13307249,499
2016-02-22,84485790,899
2016-07-17,84485790,299
2016-12-14,84485790,299
2017-01-14,84485790,499
2017-01-19,84485790,299
2017-04-18,84485790,599
2017-04-29,84485790,199
2017-07-27,84485790,899
2017-12-08,84485790,299
2018-01-12,84485790,199
2018-04-21,84485790,599
2017-11-03,93829074,599
2018-02-03,13118373,599
2018-02-16,13118373,599
2018-03-04,18601465,499
2017-09-28,37474608,199
2017-11-23,37474608,599
2018-03-04,37474608,299
2017-05-19,64221334,299
2017-09-05,64221334,499
2017-09-13,64221334,299
2017-10-16,64221334,199
2017-06-10,73174917,99
2017-10-11,73174917,499
2017-11-05,73174917,499
2017-12-24,73174917,299
2018-03-14,73174917,99
2016-08-01,83979186,599
2017-06-20,83979186,499
2017-10-21,83979186,199
2016-07-27,77125563,299
2018-04-02,77125563,599
2016-05-01,61607902,299
2016-06-26,61607902,599
2016-07-18,61607902,499
2017-05-03,61607902,299
2017-05-25,61607902,299
2018-01-11,61607902,899
2017-11-03,26984810,499
2017-11-09,26984810,599
2018-01-27,26984810,499
2018-02-10,26984810,299
2018-03-03,39676220,199
2018-03-08,39676220,299
2018-04-15,39676220,299
2017-04-30,98562443,499
2017-06-20,98562443,499
2017-07-30,98562443,599
2018-03-16,98562443,299
2016-01-27,45807890,199
2017-05-05,45807890,299
2017-10-28,45807890,199
2017-12-10,45807890,499
2017-12-16,45807890,99
2018-03-15,45807890,199
2015-12-20,56508827,499
2016-01-02,56508827,499
2016-04-27,56508827,599
2016-08-28,56508827,599
2017-07-03,56508827,99
2018-03-29,11985655,599
2018-04-01,11985655,499
2018-02-02,93152755,499
2016-03-23,94323690,199
2017-04-17,94323690,599
2017-07-31,94323690,199
2016-07-09,76163648,499
2017-03-19,76163648,599
2017-03-22,76163648,299
2017-12-11,76163648,99
2018-02-09,76163648,299
2016-04-14,99316558,199
2016-09-30,99316558,199
2016-10-18,99316558,499
2016-11-18,99316558,299
2017-01-14,99316558,499
2017-02-11,99316558,299
2017-04-21,99316558,499
2017-09-29,99316558,599
2018-04-04,99316558,899
2018-03-28,57902968,299
2018-04-01,57902968,199
2015-08-23,69831853,99
2016-02-11,69831853,299
2016-05-09,69831853,899
2016-09-09,69831853,299
2016-09-26,69831853,499
2017-02-21,69831853,199
2017-03-11,69831853,199
2017-03-14,69831853,499
2017-03-15,69831853,499
2017-07-19,69831853,299
2017-04-18,57155269,199
2017-05-21,57155269,499
2017-06-10,57155269,99
2017-09-30,57155269,199
2017-12-22,57155269,899
2018-01-13,57155269,299
2017-01-31,46716366,199
2017-12-17,46716366,499
2018-01-24,46716366,199
2018-01-27,46716366,299
2018-01-10,55847563,599
2018-01-31,55847563,299
2018-02-08,55847563,199
2018-03-01,55847563,599
2018-04-11,55847563,499
2016-12-22,36917244,199
2017-05-03,36917244,499
2017-08-29,36917244,299
2016-01-05,39439024,199
2016-08-10,39439024,499
2016-09-03,39439024,199
2016-09-18,39439024,599
2017-01-30,39439024,199
2017-01-31,39439024,499
2017-02-12,39439024,599
2017-03-20,39439024,599
2017-04-29,39439024,199
2017-05-19,39439024,199
2017-09-03,39439024,499
2018-01-29,39439024,199
2016-12-12,95191612,499
2017-06-27,95191612,299
2017-07-25,95191612,499
2016-09-30,25728373,199
2016-12-06,25728373,299
2017-04-27,25728373,599
2017-08-16,25728373,199
2017-10-22,25728373,199
2017-06-01,33690926,99
2017-07-05,33690926,299
2017-09-22,33690926,199
2017-10-25,33690926,599
2016-07-20,43650952,599
2016-10-29,43650952,299
2017-01-17,43650952,299
2017-04-29,43650952,199
2017-07-09,43650952,199
2017-12-10,43650952,599
2017-05-31,52371583,499
2017-11-22,52371583,299
2018-03-14,52371583,599
2017-01-02,73047672,299
2017-01-03,73047672,599
2017-02-06,73047672,299
2017-02-16,73047672,199
2017-07-25,73047672,899
2017-08-23,82596672,499
2017-06-19,17084925,199
2017-06-29,17084925,299
2017-09-11,17084925,299
2017-11-29,17084925,99
2018-03-26,17084925,199
2016-12-06,61880955,199
2018-01-22,61880955,299
2018-03-10,61880955,599
2017-09-17,70937476,199
2016-01-07,37239874,199
2016-08-05,37239874,99
2016-11-27,37239874,99
2017-01-02,37239874,499
2017-09-21,37239874,599
2017-12-06,37239874,599
2018-01-04,37239874,99
2016-10-03,48193750,99
2016-12-10,48193750,899
2017-01-10,48193750,499
2017-01-15,48193750,499
2017-11-29,48193750,599
2018-02-26,48193750,299
2016-10-15,97214130,199
2016-10-21,97214130,299
2017-12-01,97214130,599
2016-11-25,15550867,599
2017-01-08,15550867,499
2017-03-11,15550867,499
2017-10-27,15550867,599
2018-01-13,15550867,499
2018-01-20,15550867,299
2017-05-10,25265863,299
2017-10-03,77038113,499
2017-11-23,83088572,299
2018-01-22,43239764,499
2018-02-08,43239764,299
2018-01-10,70251101,499
2018-01-13,70251101,299
2018-02-17,70251101,599
2016-04-04,92479028,199
2016-07-26,92479028,599
2016-08-07,92479028,299
2017-05-13,92479028,299
2017-05-14,92479028,599
2017-09-21,92479028,599
2016-08-29,50684828,99
2017-06-10,50684828,599
2017-11-09,50684828,299
2017-11-21,50684828,299
2017-12-31,50684828,499
2018-02-18,50684828,299
2018-04-09,48942640,199
2018-04-16,48942640,499
2017-09-15,50405245,499
2017-10-31,81074516,599
2018-03-20,81074516,499
2018-04-15,81074516,299
2017-09-19,17939928,899
2017-10-24,17939928,499
2015-09-27,63245378,599
2015-10-06,63245378,499
2016-01-19,63245378,99
2016-05-10,63245378,499
2016-12-21,63245378,499
2017-04-08,63245378,199
2017-05-02,63245378,599
2017-10-17,63245378,899
2018-02-11,63245378,299
2017-09-29,38051935,499
2017-10-19,38051935,599
2018-02-07,38051935,499
2017-04-02,49362440,899
2017-09-21,49362440,299
2017-10-29,49362440,199
2017-11-27,49362440,599
2017-11-28,49362440,199
2018-01-14,49362440,499
2018-03-21,49362440,599
2017-03-03,42503767,499
2017-04-03,42503767,599
2017-05-11,42503767,199
2016-08-24,99004482,499
2016-11-27,99004482,99
2017-01-01,99004482,199
2017-04-17,99004482,299
2017-07-01,99004482,599
2017-12-02,99004482,299
2018-04-18,99004482,499
2018-02-17,18888252,199
2016-02-03,28785333,199
2016-07-09,28785333,199
2016-08-06,28785333,899
2016-08-15,28785333,499
2017-04-26,28785333,899
2017-03-28,78672813,599
2017-06-02,78672813,599
2015-11-08,47775302,299
2016-01-17,47775302,199
2016-07-30,47775302,299
2016-11-09,47775302,299
2016-11-15,47775302,299
2016-12-27,47775302,299
2017-02-21,47775302,599
2017-03-16,47775302,499
2017-12-04,47775302,299
2018-02-27,47775302,299
2017-10-25,62623342,299
2017-12-11,62623342,499
2017-05-29,57445820,599
2018-04-04,57445820,599
2016-04-29,37473810,499
2016-05-15,37473810,299
2016-08-27,37473810,899
2017-03-25,37473810,499
2017-10-02,37473810,499
2017-10-12,37473810,599
2018-03-30,56483933,299
2017-11-17,44939118,499
2017-12-07,44939118,599
2017-12-17,44939118,499
2016-10-14,70609137,99
2016-11-27,70609137,599
2017-08-27,70609137,499
2017-11-22,70609137,299
2017-10-09,71219005,899
2018-02-18,71219005,599
2018-03-10,44808578,99
2018-03-31,44808578,899
2016-05-23,27849839,599
2016-11-03,27849839,499
2016-12-29,27849839,599
2017-11-15,27849839,299
2018-01-03,27849839,299
2017-02-27,73994844,499
2017-07-14,73994844,299
2017-08-09,73994844,199
2018-04-12,73994844,599
2018-04-18,73994844,299
2016-12-02,37548791,299
2017-03-12,37548791,199
2017-07-01,37548791,499
2017-11-03,37548791,499
2015-11-05,61250005,199
2016-02-03,61250005,299
2016-11-23,61250005,299
2017-01-30,61250005,499
2017-06-30,61250005,199
2017-07-17,61250005,299
2017-08-25,61250005,499
2017-10-03,61250005,599
2018-01-06,61250005,499
2018-04-13,61250005,99
2016-02-14,49663701,299
2016-09-28,49663701,299
2017-03-06,49663701,299
2017-05-27,49663701,299
2017-07-02,49663701,599
2018-01-03,49663701,299
2018-02-26,49663701,599
2018-02-25,88704362,299
2018-03-27,88704362,899
2017-03-14,42064054,299
2018-01-04,42064054,599
2018-03-19,42064054,199
2017-04-22,65052108,199
2017-10-16,65052108,299
2016-07-22,84081585,299
2016-07-31,84081585,299
2016-08-14,84081585,199
2016-09-13,84081585,299
2016-12-04,84081585,599
2017-03-07,84081585,499
2017-09-07,84081585,599
2018-01-27,84081585,299
2018-02-21,84081585,199
2018-02-28,84081585,199
2018-03-18,84081585,499
2017-09-09,88123738,199
2017-12-01,88123738,499
2018-04-20,88123738,499
2016-05-26,76094283,299
2016-10-16,76094283,499
2017-01-08,76094283,199
2017-12-09,76094283,299
2018-01-09,76094283,599
2017-08-01,43410154,599
2017-08-30,43410154,499
2017-12-13,43410154,599
2015-09-29,61256830,499
2016-04-03,61256830,99
2016-08-05,61256830,299
2017-02-08,61256830,599
2017-02-22,61256830,499
2017-04-10,61256830,199
2017-10-18,61256830,199
2018-01-31,61256830,499
2018-04-09,39254914,299
2017-08-02,42363491,599
2017-10-01,42363491,299
2018-03-25,42363491,299
2017-12-18,39004320,299
2018-02-24,39004320,499
2016-04-11,98093978,599
2016-05-15,98093978,199
2016-10-27,98093978,199
2018-01-30,98093978,199
2017-12-29,92819768,299
2016-07-22,96518922,599
2017-02-01,96518922,299
2017-10-01,96518922,199
2018-03-21,96518922,499
2017-06-28,21149106,199
2016-08-01,42364793,99
2017-01-08,42364793,199
2018-01-08,42364793,899
2016-05-16,16735637,299
2016-07-20,16735637,599
2016-10-18,16735637,99
2016-11-14,16735637,499
2016-12-08,16735637,499
2017-01-09,16735637,299
2017-01-20,16735637,199
2017-01-30,16735637,599
2017-10-14,16735637,899
2017-12-08,16735637,899
2018-02-02,16735637,499
2016-09-23,19129864,299
2016-09-24,19129864,499
2016-10-19,19129864,199
2017-09-09,19129864,599
2017-10-15,19129864,299
2017-12-01,19129864,99
2018-03-25,19129864,199
2018-01-02,97932073,599
2018-01-22,97932073,299
2018-02-16,97932073,299
2018-04-01,97932073,499
2018-04-14,73022834,199
2018-01-19,16593747,599
2018-02-13,38615502,599
2017-07-18,92400227,499
2018-01-22,92400227,299
2018-02-12,92400227,199
2016-02-27,70435637,299
2016-04-06,70435637,499
2017-01-15,62235522,499
2017-11-26,62235522,199
2017-12-12,62235522,499
2016-05-21,26177348,299
2016-07-21,26177348,299
2016-11-05,26177348,499
2016-11-18,26177348,199
2017-06-28,26177348,499
2018-01-19,26177348,199
2015-03-02,46828176,199
2015-11-04,46828176,599
2016-06-14,46828176,899
2016-07-20,46828176,499
2016-09-15,46828176,499
2017-01-10,46828176,199
2017-02-15,46828176,599
2017-09-12,46828176,99
2017-12-14,46828176,599
2016-12-06,14227861,299
2017-09-25,14227861,899
2017-11-19,14227861,199
2018-03-04,14227861,499
2018-03-20,14227861,499
2016-04-30,76735030,199
2016-07-10,76735030,599
2017-03-13,76735030,599
2017-06-13,76735030,599
2016-04-11,76881604,299
2016-09-16,76881604,299
2017-03-09,76881604,599
2017-03-18,76881604,599
2017-05-29,76881604,199
2017-06-03,76881604,199
2017-07-09,76881604,499
2017-12-12,76881604,199
2018-02-04,76881604,299
2017-05-21,71737627,299
2017-08-08,71737627,299
2017-10-06,71737627,299
2017-12-10,71737627,599
2017-03-28,92796712,599
2017-08-25,92796712,499
2016-10-18,82798274,499
2017-01-02,82798274,499
2017-01-17,82798274,299
2017-03-06,82798274,899
2017-03-13,82798274,199
2017-03-22,82798274,599
2017-07-08,82798274,599
2017-07-17,82798274,299
2017-08-04,82798274,99
2017-08-23,82798274,299
2017-10-17,82798274,299
2017-12-12,82798274,899
